year,week,speed_main,flow_main,flow_ngh_400,flow_ngh_432,speed_ngh_400,speed_ngh_432,hour6,hour7,hour8,hour9
1,47,101.67,3197,3358,3621,100.4,85.96,0,1,0,0
1,48,105,3306,3597,3957,102.36,95.28,0,1,0,0
1,49,105.41,3304,3669,3871,101.84,95.03,0,1,0,0
1,50,101.58,3192,3418,3729,96.82,92.45,0,1,0,0
1,51,104.77,2949,3236,3621,101.39,95.65,0,1,0,0
1,52,114.07,1477,1618,1806,113.38,108.33,0,1,0,0
2,1,109.01,2621,2837,3148,107.47,101.29,0,1,0,0
2,2,105.66,3395,3720,3953,102.86,95.63,0,1,0,0
2,3,104.96,3404,3716,3972,102.47,96.06,0,1,0,0
2,4,104.36,3313,3591,3866,102.11,95.91,0,1,0,0
